Reference Type,Author,Year,Title,Place Published,Publisher,Volume,Number of Volumes,Number of Pages,Editor,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book,"Arby, Gregory",2007,The Beauty of Communion: Form and Expression in Hans Urs von Balthasar,Bangalore,Asian Trading Corporation,,,327,,,,8170864259|9788170864257,,,http://worldcat.org/oclc/557492765,,,20th century,Theology -- Aesthetics,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book,"Arcamone, Dominic",2015,Religion and Violence: A Dialectical Engagement through the Insights of Bernard Lonergan,"Eugene, OR",Pickwick Publications,,,"xii, 281",,,,1498206948|9781498206945,,,http://worldcat.org/oclc/919103628,,,20th century|21st century,Religious Culture -- Violence|Philosophy -- Theory of Knowledge|Theology -- Interreligious Dialogue,,"Lonergan, Bernard J. F., 1904–1984",,,,,,English,CULL|REVIEW
Book,"Arcay, Alfonso",2014,Pei yu de yi shu: Xin li yu ling xing de zheng he [培育的藝術: 心理與靈性的整合],Taipei,Guang qi wen hua shi ye = Kuangchi cultural Group,,2,,"Hu, Shuqin",,,9789575467838|9575467833|9789575467845|9575467841,,,http://worldcat.org/oclc/900170788,,,20th century,Sciences -- Psychology -- Self|Spirituality|Formation,Asia -- China,,,"English Translation of title: The Art of Formation: Integration of Psychological and Spiritual Dimensions, by Alfonso Arcay.",,"和為貴|胡淑琴, ed.",,Chinese,CULL|REVIEW
Book,"Areco, Silvino",2014,Homens de negro(s): A epopeia jesuítica na América Colonial,Saarbücken,Novas Edições Acadêmicas,,,236,,,,9783639744569|363974456X,,,http://worldcat.org/oclc/903583403,,,16th century|17th century|18th century,Foreign Missions -- Colonialism -- History|Controversies -- Slavery,South America,,,,,,,Portuguese,CULL|REVIEW
Book,"Arenz, Dominik",2016,Paradoxalität als Sakramentalität: Kirche nach der fundamentalen Theologie Henri de Lubacs,Innsbruck,Tyrolia,,,698,,,,9783702235390|3702235396,,,http://worldcat.org/oclc/954308954,,,20th century,Theology -- Sacraments|Theology -- Fundamental,Europe -- France,"de Lubac, Henri, 1896–1991",,,,,,German,CULL|REVIEW
Book,"Arenz, Karl Heinz",2008,"De l'Alzette à l'Amazone: Jean-Philippe Bettendorff et les jésuites en Amazonie portugaise, 1661–1693",Luxembourg,Section historique de l'Institut grand-ducal de Luxembourg,,,799,,,,,,,http://worldcat.org/oclc/298323847,,,17th century,Foreign Missions -- Biography|Foreign Missions -- Evangelization -- Strategies|Foreign Missions -- History -- Regional|Foreign Missions -- Politics,South America -- Brazil -- Grão-Pará|South America -- Brazil -- Maranhão,"Bettendorff, Johann Philipp, 1627–1698|Vieira, António, 1608-1697",,Abstract also in English.,,,From the Alzette to the Amazon: Jean-Philippe Bettendorf and the Jesuits in the Portuguese Amazon region (1661-1693),French,CULL|REVIEW
Book,"Arenz, Karl Heinz",2010,De l'Alzette à l'Amazone: Jean-Philippe Bettendorff et les jésuites en Amazonie portuguaise (1661–1693),Saarbrücken,Éditions universitaires européenes,,,"viii, 640",,,,9786131520136|6131520135,,,http://worldcat.org/oclc/688075777,,,17th century,Foreign Missions -- Travel |Foreign Missions -- History -- Regional,South America -- Brazil,"Bettendorff, Johann Philipp, 1627–1698",,"Originally presented as: Ph.D. diss., Université de Paris IV-Sorbonne, 2007.|Includes abstracts in French and English (prelim. p. 2).",,,,French,CULL|REVIEW
Book,"Arenz, Karl Heinz",2012,Fazer sair da selva: As missões jesuítas na Amazônia,Belém,Editora Estudos Amazônicos,,,,,,,9788564540118|8564540118,,,http://www.worldcat.org/oclc/820932902,,,16th century|17th century|18th century,Foreign Missions,South America -- Brazil,,"O objetivo principal deste livro é tratar sobre a importância das missões religiosas para a colonização da Região Amazônica. Durante o Período Colonial, o papel desempenhado pelas missões jesuítas junto às diversas populações indígenas foi preponderante para a consolidação da ocupação portuguesa na Amazônia.",,,,,Portuguese,CULL|REVIEW
Book,"Arévalo, Catalino G.",2011,"Sentire cum Ecclesia: A Festschrift in Honor of Catalino G. Arévalo, S.J.",Quezon City,Loyola School of Theology,,,399,,,,,,,http://www.worldcat.org/oclc/868364936,,,20th century|21st century,Spirituality -- Spiritual Exercises -- Sentire cum ecclesia,Asia -- Philippines,"Arévalo, Catalino G. 1925–",,,,,,English,CULL|REVIEW
Book,"Aristi, Pako|Nazabal, Juan Carlos|Zinkunegi, Imanol",2011,Ignazio Loiolakoa aingeruen gerlaria,Donostia,Elkar,,,38,,,,9788497839266|8497839269,,,http://www.worldcat.org/oclc/776280197,,,16th century,Ignatius of Loyola,Europe,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,Basque,CULL|REVIEW
Book,"Armas Serra, Isabel de",2008,"Josemaría Escrivá y Pedro Arrupe, cara y cruz: De una misma iglesia?",Madrid,Instituto de Estudios Políticos para América Latina y África,,,455,,,,9788489743564|8489743568,,,http://worldcat.org/oclc/316144611,,,20th century,Generals -- Pedro Arrupe|Theology -- Pastoral -- Clergy|Biography -- Priesthood -- Identity|Ecclesiology,Europe -- Spain,"Arrupe, Pedro, 1907–1991",,,,,,Spanish,CULL|REVIEW
Book,"Armbruster, Ludvík|Křížková, Marie Rút",2008,O duchovní zralosti: Na minutu s Ludvíkem Armbrustrem,"Kostelní Vydri, Czech Republic",Karmelitánské nakladatelství,,,127,,,,9788071952794|8071952796,,,http://worldcat.org/oclc/316298746,,,20th century|21st century,Ignatius of Loyola -- Hagiography|Theology -- Biblical -- Hermeneutics|Spirituality -- Religious Life -- Self-understanding,Europe -- Czech Republic,"Ignatius, of Loyola, Saint, c.1491–1556|Armbruster, Ludvík, 1928–",,,,,,Czech,CULL|REVIEW
Book,"Arminjon, Blaise",2006,Remembering Your Deeds: The Psalms and the Spiritual Exercises,"St. Louis, MO",Institute of Jesuit Sources,,,"ix, 267",,,"Brennan, Francis C.",1880810654|9781880810651|1880810611|9781880810613,,,http://worldcat.org/oclc/77617955,,,16th century|21st century,Ignatius of Loyola -- Spiritual Exercises|Theology -- Scripture -- Psalms|Spirituality,,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,English,CULL|REVIEW
Book,"Arnold, Claus",2007,Kleine Geschichte des Modernismus,Freiburg,Herder,,,160,,,,9783451291067|3451291061,,,http://worldcat.org/oclc/170906495,,,19th century,Controversies -- Modernism|Theology -- History -- Dogmatic,Europe,,,,,,,German,CULL|REVIEW
Book,"Arnold-Becker, Alice|Haub, Rita",2009,"Jesuiten: Die Welt ist unser Haus; Die Jesuiten zwischen regionalem und universalem Horizont; Katalog zur Ausstellung des Museums im Wittelsbacher Schloss Friedberg, 8. Mai–6. September 2009",Lindenberg im Allgäu,Kunstverlag J. Fink,,,64,,,,9783898705707|3898705706,,,http://worldcat.org/oclc/540893357,,,16th century|17th century|18th century|19th century|20th century|21st century,Cultural Activities -- Museums -- Catalogs|History -- Regional,Europe -- Germany -- Augsburg,,,"Katalog zur Ausstellung des Museums im Wittelsbacher Schloss Friedberg, 8. Mai–6. September 2009.|Type of Work:  Exhibition catalog",,,,German,CULL|REVIEW
Book,"Arnould, Jacques",2009,Teilhard de Chardin: Eretico o profeta?,Turin,Lindau,,,469,,,,9788871808116|8871808118,,,http://worldcat.org/oclc/799987253,,,20th century,Biography|Sciences -- Paleontology|Theology,,"Teilhard de Chardin, Pierre, 1881–1955","Pochi studiosi e pensatori moderni hanno saputo, come Pierre Teilhard de Chardin (1881–1955), intrecciare nella loro opera gli interrogativi della scienza e le certezze della religione. Formato dai gesuiti (cui successivamente si unì), ordinato sacerdote all’età di trent’anni, Teilhard affiancò allo studio della teologia un’assidua attività di paleontologo e geologo che lo portò a viaggiare in tutto il mondo e a trascorrere gran parte della vita lontano dalla natia Francia, soprattutto in Cina e negli Stati Uniti. Questa duplice vocazione, tanto fertile quanto poco ortodossa negli esiti, gli alienò i favori delle gerarchie ecclesiastiche, che negarono fino all’ultimo l’imprimatur ai suoi scritti, tutti pubblicati postumi, a cominciare dal suo libro più celebre, Il fenomeno umano. Accusato di panteismo e apertamente ostacolato nella carriera accademica, Teilhard rimase per altro sempre fedele alla Chiesa e obbediente al suo magistero, seppure in una condizione di intima sofferenza.|Oggi il suo pensiero appare per molti aspetti profetico e in ogni caso sorprende per la sua capacità di andare dritto al cuore di molte delle questioni più controverse riguardo al rapporto fra scienza e fede.|Se al fermento scientifico del XIX secolo la Chiesa oppose spesso un atteggiamento di sospetto, quando non di aperta ostilità, Teilhard cercò invece di comporre le più avanzate acquisizioni della ricerca all’interno di una visione cosmologica in cui il principio evolutivo si estende alla dimensione dello spirito, senza avvalorare alcun determinismo di tipo meccanicistico.|La sua visione unitaria dell’universo e dell’uomo, della materia e dello spirito, tendenti verso il Cristo cosmico, ha trovato uno spazio anche all’interno della Chiesa e comunque la sua opera è considerata uno dei contributi intellettuali più stimolanti del XX secolo, una delle proposte più suggestive contro la frammentazione del sapere e il diffuso smarrimento dei nostri tempi.",,,,,Italian,CULL|REVIEW
Book,"Arnould, Jacques",2009,Pierre Teilhard de Chardin,Paris,Perrin,,,411,,,,9782262030216|2262030219,,,http://worldcat.org/oclc/470948489,,,20th century,Biography -- Intellectual|Sciences|Theology|Spirituality -- Mysticism,,"Teilhard de Chardin, Pierre, 1881–1955","Religieux et mystique, Teilhard de Chardin a vécu son engagement au sein de la Compagnie de Jésus avec une fidélité sans faille. La biographie de référence du grand théologien et penseur catholique qui a voulu réconcilier Dieu et les sciences.",,,,,French,CULL|REVIEW
Book,"Arraj, Jim",2014,Una expedición a la nación guaycura en las Californias,"La Paz, Mexico",Instituto Sudcaliforniano de Cultura,,,420,,,"Pérez López, Guillermina",9786079314354|6079314355,,,http://worldcat.org/oclc/944375430,,,17th century|18th century,Foreign Missions -- Indigenous Culture|Foreign Missions -- Travel -- Writings,North America -- Mexico -- Baja California,"Guillén, Clemente, 1677–1748",,Translated from English to Spanish.,,,,Spanish,CULL|REVIEW
Book,"Arriaga, Pablo José de",2012,Extirpacion de la idolatria del Pirv: Dirigido al Rey N.S. en Sv Real Conseio de Indias,"Charleston, SC",Nabu Press,,,142,,,,9781172571215|117257121X,,,http://www.worldcat.org/oclc/785275043,,,16th century|17th century,Foreign Missions -- Religion,South America -- Peru,"Arriaga, Pablo José de, 1564–1622",,"|Original Publication:  Buenos Aires, 1910",,,,Spanish,CULL|REVIEW
Book,"Arrupe, Pedro",2010,Chosen by God: Pedro Arrupe's Retreat Diary 1965,Oxford,Way Publications,,,136,,,,9780904717297|0904717291,,,http://worldcat.org/oclc/613309974,,,20th century,Generals -- Pedro Arrupe -- Writings -- Diaries,Europe -- Italy -- Rome,"Arrupe, Pedro, 1907–1991",,Translated from Spanish.,,,,English,CULL|REVIEW
Book,"Arrupe, Pedro",2015,Homes i dones per als altres,Barcelona,Cristianisme i Justícia,,,32,,,"Mor Iriarte, Laura",9788497303538|8497303539,,,http://worldcat.org/oclc/951657332,,,20th century,Generals -- Pedro Arrupe|Social Justice -- Spirituality|Education -- Identity,,"Arrupe, Pedro, 1907–1991",,,,,,Catalan,CULL|REVIEW
Book,"Arrupe, Pedro",2015,Hombres y mujeres para los demás,Barcelona,Cristianisme i Justícia,,,32,,,,9788497303545|8497303547,,,http://worldcat.org/oclc/927778346,,,20th century,Generals -- Pedro Arrupe|Social Justice -- Spirituality|Education -- Identity,,"Arrupe, Pedro, 1907–1991",,,,,,Spanish,CULL|REVIEW
Book,"Arrupe, Pedro|Dietsch, Jean-Claude",2015,Pedoro arupe ichi iezusukaishi no reiteki na tabi: Jan kurodo dichi esuje tono jidenteki kaiwa [ペドロ・アルペ一イエズス会士の霊的な旅: ジャン・クロード・ディーチS.J.との自伝的会話],Narashino,Kyoyusha,,,241,,,"Ogata, Takayuki",9784907991159|4907991150,,,http://worldcat.org/oclc/930986944,,,20th century,Generals -- Pedro Arrupe|Writings -- Autobiographies|Foreign Missions -- Spirituality -- Identity,,"Arrupe, Pedro, 1907–1991",,"English translation of title: ""One Jesuit's spiritual journey, autobiographical conversations with Jean-Claude Dietsch, S.J.",,,,Japanese,CULL|REVIEW
Book,"Artigalas, Florence",2013,"Les jésuites au Nouveau-Monde. Les débuts de l'évangélisation de la Nouvelle-France et de la France équinoxiale, XVIIe–XVIIIe siècle",Matoury,Ibis Rouge,,,180,,,,9782844504326|2844504329,,,,,,17th century|18th century,Foreign Missions,North America|South America,,,|Type of Work:  Thesis/dissertation,,,,French,CULL|REVIEW
Book,"Artusi, Lorenzo",2006,Hans Urs von Balthasar: Un'anima per la bellezza; Origini dell'estetica teologica nell'Apocalisse dell'anima tedesca,Florence,Comunità di San Leolino,,,289,,,,8887699461|9788887699463,,,http://worldcat.org/oclc/70275635,,,20th century,Theology -- Aesthetics|Theology -- Scripture -- Exegesis,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Italian,CULL|REVIEW
Book,"Asami, Masakazu",2011,フランシスコ=ザビエル: 東方布教に身をささげた宣教師/Furanshisuko Zabieru: Tōhō fukyō ni mi o sasageta senkyōshi,Tokyo,Yamakawa Shuppansha,,,95,,,,9784634548442|4634548445,,,http://www.worldcat.org/oclc/756581831,,,16th century,Foreign Missions,Asia,"Francis Xavier, Saint, 1506–1552",,,,,,Japanese,CULL|REVIEW
Book,"Aschenbrenner, Vít",2011,Hudebňe-liturgický provoz jezuitské koleje v Klatovech v 18. století,Prague,Západočeská Univerzita,,,410,,,,9788070439524|8070439521|9788087271575|8087271572,,,http://www.worldcat.org/oclc/785848430,,,18th century,Education -- Colleges,Europe -- Czech Republic -- Klatovy,,,,,,,Czech,CULL|REVIEW
Book,"Ashley, James Matthew|Burke, Kevin F.|Cardenal, Rodolfo",2014,A Grammar of Justice: The Legacy of Ignacio Ellacuría,"Maryknoll, NY, NY",Orbis,,,224,,,,9781626980860,,,www.worldcat.org/oclc/879582839,,,20th century,Biography|Theology -- Liberation,North America -- El Salvador,"Ellacuría, Ignacio, 1930–1989|Sobrino, Jon, 1938–","November 2014 marks the 25th anniversary of the massacre of the Jesuit community of the University of Central America in San Salvador, including the rector, Fr. Ignacio Ellacuria. Since then, Ellacuria has achieved an international reputation as one of the most brilliant contributors to liberation theology and one of the most important Jesuits of the post-conciliar era. The title of this collection alludes to the ""grammar of assent,"" Cardinal Newman's argument for the role of faith in countering the ""debilitating rationalism"" of his age. In a similar way, Ellacuria envisions a ""grammar of justice"" as a response to postmodern apathy. Along with Ellacuria's classic essay, ""Utopia and Propheticism from Latin America,"" this volume includes original essays by an international team of scholars, among them Gustavo Gutierrez and Jon Sobrino.",,,,,English,KEEP|REVIEW
Book,Jesuits: Congregatio Generalis|Jesuit Conference of South Asia,2008,'A Fire that Kindles Other Fires': Community Prayer Services,Anand,Gujarat Sahitya Prakash,,,194,,,,,,,http://worldcat.org/oclc/697779286,,,21st century,Spirituality -- Devotion|Ministries -- Apostolate of Prayer,Asia -- India|Europe -- Italy -- Rome,,,"Includes some musical notations.|by GC 35 Delegates of South Asia, Jesuit Conference of South Asia.",,,,English,CULL|REVIEW
Book,"Assunção, Paulo de",2004,Negócios jesuíticos: O cotidiano da administração dos bens divinos,"São Paolo, Brazil",Edusp,,,506,,,,9788531407994|8531407990,,,http://worldcat.org/oclc/56764697,,,16th century|17th century|18th century,Foreign Missions -- History -- Regional -- Social History|Foreign Missions -- Economy,South America -- Paraguay |South America -- Brazil|South America -- Uruguay|South America -- Argentina,,"Abre um vasto campo de reflexão e de pesquisa sobre a ordem religiosa que mais marcou a história da colonização brasileira, a Companhia de Jesus.",,,,,Portuguese,CULL|REVIEW
Book,"Assunção, Paulo de",2013,A trama e o drama: O pensamento económico do Padre António Vieira,Lisboa,Esfera do Caos,,,368 p.,,,,9789896800833|9896800839,,,http://www.worldcat.org/oclc/839278099,,,17th century,Economics,,"Vieira, António, 1608-1697","“Vieira afrontou criticamente a sociedade do seu tempo com uma ousadia pouco vulgar. Pôs em causa uma sociedade de privilégios e de regalias hereditárias, defendendo que a “verdadeira fidalguia está na ação”; considerou pouco cristã uma sociedade que segregava e diferenciava os cristãos-novos dos cristãos-velhos e que apoiava um tribunal religioso (a Inquisição) que perseguia e matava; advogou o regresso dos hebreus expulsos, elite que tinha contribuído para erguer o Portugal universal dos descobrimentos; criticou os excessos dos colonos brancos no uso da mão de obra esclavagista no Brasil e apresentou propostas de legislação que minorasse esta chaga do projeto colonial português, defendendo a dignidade dos escravos como seres humanos de pleno direito.”|José Eduardo Franco, excerto do Prefácio","(OCoLC)839278099|Paulo de Assun-cão.|24 cm.|On the economic thought of A. Vieira (1608–1697), Portuguese jesuit writer.|Ciências da cultura ; 4.",,,,Portuguese,CULL|REVIEW
Book,"Astorgano Abajo, Antonio",2009,La literatura de los jesuitas vascos expulsos (1767–1815): Lección de ingreso como amigo de número leída el día 26 de febrero de 2009,Madrid,Delegación en Corte,,,501,,,,9788489318120|8489318123,,,http://worldcat.org/oclc/758224276,,,18th century|19th century,History -- Regional -- Expulsion|Literature -- Writings,Europe -- Spain -- Basque Country,,,,,,,Spanish,CULL|REVIEW
Book,"Astorgano Abajo, Antonio",2012,Vicente Requeno (1743–1811): Jesuita y restaurador del mundo grecolatino,Zaragoza,Universidad de Zaragoza,,,618,,,,9788415538837|8415538839,,,http://www.worldcat.org/oclc/827934604,,,18th century,Literature -- Classical Tradition,Europe -- Spain,"Requeno y Vives, Vicente, 1743–1811",,,,,,Spanish,CULL|REVIEW
Book,"Asúa, Miguel de",2014,Science in the Vanished Arcadia: Knowledge of Nature in the Jesuit Missions of Paraguay and Río de la Plata,Leiden,Brill,,,"xvi, 385",,,,9789004256767|9789004256774,10.1163/9789004256774,,www.worldcat.org/oclc/883570576,,,17th century|18th century,Foreign Missions -- Sciences -- Nature|Foreign Missions -- Sciences -- Astronomy|Foreign Missions -- Pharmacies|Foreign Missions -- Sciences -- Medicine|Ecology,South America -- Paraguay|South America -- Uruguay|South America -- Argentina,,"In Science in the Vanished Arcadia Miguel de Asúa provides the first modern comprehensive account of Jesuit science in the missions of Paraguay and the River Plate region during the 17th and 18th centuries. Focusing on individual Jesuits and underlining the relationships of their work to the religious goals of the Society of Jesus, the book covers the disciplines of natural history, cartography, medical botany, astronomy and the topics pursued by the former missionaries in their Italian exile. Based on many so far unexplored manuscripts and a vast corpus of primary sources, the book argues the existence of a tradition of research on nature consistent with universal Jesuit science and at the same time original in its articulation of Western learning and aboriginal lore on nature.",,,,,English,KEEP|REVIEW
Book,"Auberger, Janick",2012,Quand les jésuites veulent comprendre l'autre: Le témoignage de quelques livres anciens de la collection de l'UQAM,Québec,Presses de l'Université du Québec,,,"ix, 206",,,,9782760534735|2760534731,,,http://www.worldcat.org/oclc/786426918,,,16th century,Libraries and Archives,North America -- Canada -- Québec -- Montreal,,,|Type of Work:  Conference publication,,,,French,CULL|REVIEW
Book,"Audenaert, Willem|Morlion, Herman",2000,Prosopographia iesuitica Belgica antiqua (PIBA): A Biographical Dictionary of the Jesuits in the Low Countries 1542–1773,Leuven-Heverlee,Filosofisch en Theologisch Instituut S.J.,,4,,,,,9090137483|9789090137483,,,www.worldcat.org/oclc/1000791613,https://eu00.userservices.exlibrisgroup.com/view/delivery/32KUL_KUL/12416683970001488,,16th century|17th century|18th century,History -- Regional|Historiography -- Prosopography,Europe -- Belgium,,,,,,,English,KEEP|REVIEW
Book,"Augustyn, Józef",2011,"Po velikoj milosti Tvoej: Rekollekcii, osnovannye na Duhovnyh Upražneniâh sv. Ignatiâ Lojoly",Kiev,Kajros,,,"234, [2]",,2nd,,9789662302103|9662302107,,,http://www.worldcat.org/oclc/837927085,,,16th century|21st century,Spirituality -- Spiritual Exercises,,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,Russian,CULL|REVIEW
Book,"Aumont, Michèle",2006,Ignace de Loyola et Gaston Fessard: L’un par l’autre,Paris,L'Harmattan,,,289,,,,2296003117|9782296003118,,,http://worldcat.org/oclc/65201957,,,16th century|17th century|18th century|19th century|20th century,Philosophy -- Biography|Ignatius of Loyola -- Spirituality|Philosophy -- Sources,Europe -- France,"Ignatius, of Loyola, Saint, c.1491–1556|Fessard, Gaston, 1897–1978",,,,,,French,CULL|REVIEW
Book,"Aumont, Michèle",2010,Dieu à volonté: Ultime confidence d'Ignace de Loyola dans le Récit,Paris,L'Harmattan,,,215,,,,9782296113022|2296113028,,,http://worldcat.org/oclc/549145642,,,16th century,Ignatius of Loyola -- Biography|Ignatius of Loyola -- Theology,,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,French,CULL|REVIEW
Book,"Avakian, Sylvie",2012,"The ""Other"" in Karl Rahner's Transcendental Theology and George Khodr's Spiritual Theology: Within the Near Eastern Context",Frankfurt am Main,Lang,,,298,,,,3631634307|9783631634301,,,http://www.worldcat.org/oclc/808683074,,,20th century,Theology -- Spirituality,,"Rahner, Karl, 1904–1984",,"Originally presented as the author's thesis (Doctoral)--Heidelberg Univ., 2011.",,,,English,KEEP|REVIEW
Book,"Avan, Louis",2015,Résonances: Dialogues entre saint Jean de la Croix et Pierre Teilhard de Chardin,Chouzé-sur-Loire,Saint-Léger,,,127,,,,9782364520745,,,www.worldcat.org/oclc/907216079,,,20th century,Biography|Spirituality -- Contemplation|Spirituality -- Mysticism,,"Teilhard de Chardin, Pierre, 1881–1955","Résonances Dialogues entre saint Jean de la Croix et Pierre Teilhard de Chardin Saint Jean de la Croix et Pierre Teilhard de Chardin ont vécu, à près de quatre siècles de distance, des styles de vie contrastés, où ils furent toutefois animés d'une même vive passion pour le Christ, à travers leur ardente recherche et la méditation vécue de la « Parole jaillit du sein du Père ». La paléontologie n'a pas détourné Teilhard d'une authentique contemplation des mystères de notre Foi dans le Christ Jésus, dont vivait Jean de Yepes. Tous les deux ont expérimenté tout au long de leur vie de rudes épreuves et même d'incompréhensibles hostilités. Plus on étudie ces deux penseurs, plus on est frappé par l'extraordinaire richesse des dons de la sensibilité et de l'intelligence, pleinement mis en valeur par leur éminente culture et leur intransigeance intellectuelle, toujours vécues en présence du Don d'Amour. Enfin, tous deux insistent sur la présence du Verbe Incarné dans l'oeuvre entière de la Création.",,,,,French,CULL|REVIEW
Book,"Avan, Louis",2015,Résonances entre Saint-Jean de la Croix et Pierre Teilhard de Chardin: Dialogues,Chouzé-sur-Loire,Saint-Léger éditions,,,127,,,,9782364520745|2364520746,,,http://worldcat.org/oclc/907216079,,,20th century,Spirituality -- Mysticism -- Sources,,"Teilhard de Chardin, Pierre, 1881–1955",,Preface by Hippolyte Simon.,,,,French,CULL|REVIEW
Book,"Avarello, Vito",2014,L'oeuvre italienne de Matteo Ricci: Anatomie d'une rencontre chinoise,Paris,Classiques Garnier,,,738,,,,9782812431067|2812431067,,,http://worldcat.org/oclc/899206284,,,16th century,Foreign Missions -- Writings|Foreign Missions -- Intercultural Dialogue -- Confucianism,Asia -- China,"Ricci, Matteo, 1552–1610",,,,,,French,CULL|REVIEW
Book,"Avendaño, Diego de|Muñoz Garcia, Angel",2012,"Clero indígena y obispos de Indias: Thesaurus Indicus, vol. II, Tít. XII, caps. XIII–XXIII y Tít. XIII (1668)",Pamplona,Ediciones Universidad de Navarra,,,493,,,,9788431328368|8431328363,,,http://www.worldcat.org/oclc/808619526,,,17th century,Foreign Missions -- Sources,South America,,,,,,,Spanish,CULL|REVIEW
Book,"Awazi-Mbambi-Kungua, Benoît",2014,"Déconstruction phénoménologique et théologique de la modernité occidentale: Michel Henry, Hans Urs von Balthasar et Jean Luc Marion",Paris,Harmattan,,,312,,,,9782343037196|2343037191,,,http://worldcat.org/oclc/905527187,,,20th century|21st century,Theology -- Dogmatic|Philosophy -- Phenomenology|Theology -- Modernity|Sciences -- Sociology,,"von Balthasar, Hans Urs, 1905–1988",,,,,,French,CULL|REVIEW
Book,"Aymoré, Fernando Amado",2009,Die Jesuiten im kolonialen Brasilien: Katechese als Kulturpolitik und Gesellschaftsphänomen (1549–1760),Frankfurt am Main,Peter Lang,,,425,,,,9783631587690|3631587694,,,http://worldcat.org/oclc/489087226,,,16th century|17th century|18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Ministries -- Catechism|Foreign Missions -- Inculturation,South America -- Brazil,,,"Revised version of the author's thesis (doctoral)--Universität Hamburg, 2007.",,,,German,CULL|REVIEW
Book,"Azzopardi, Anton",2008,Jesuit Schools in Malta,Malta,St. Aloysius College,4: 1965–2007,,472,,,,9789993263951|9993263958,,,,,,20th century|21st century,Education -- Colleges -- History -- Local|Controversies -- Education -- Institutions,Europe -- Malta,,,,,,,English,KEEP|REVIEW
Book,"Azzopardi, Anton",2010,A Province in the Making: The Jesuits in Malta 1839–1947,Malta,A Jesuit Publication,,,234,,,,9789993208259|9993208256,,,http://worldcat.org/oclc/825554316,,,19th century|20th century,History -- Regional,Europe -- Malta,,,,,,,English,KEEP|REVIEW
Book,"Babbitt, Milton",2015,A Solo Requiem: For Soprano and Two Pianos,London,C. F. Peters Corporation,,,92,,,,,,,http://worldcat.org/oclc/928083654,,,19th century,Arts -- Music|Arts -- Poetry,,"Hopkins, Gerard Manley, 1844–1889",,"A musical score; English and German words. Includes: ""No worst, there is none,"" by Gerald Manley Hopkins.",,,,English,CULL|REVIEW
Book,"Bac, J. Martin",2010,"Perfect Will Theology: Divine Agency in Reformed Scholasticism as against Suárez, Episcopius, Descartes, and Spinoza",Leiden,Brill,,,"xviii, 561",,,,9789004182905|900418290X|9789004193444,10.1163/ej.9789004182905.i-561,,http://worldcat.org/oclc/52875263,http://booksandjournals.brillonline.com/content/books/9789004193444,,16th century|17th century|18th century,Theology -- Scholasticism|Theology -- Soteriology|Theology -- Dogmatic,,"Suárez, Francisco, 1548–1617",,"This book revisits the four major early modern debates concerning the will of God. It appears that Reformed scholasticism advocated a particular and consistent relationship between divine knowledge, will, and power, which was altered by Jesuits, Remonstrants, Descartes, and Spinoza",,,,English,CULL|REVIEW
Book,"Báez, Christian",2008,Rostros e imágenes de la Compañía de Jesús: Quito en el contexto barroco; Documental,Quito,PH Ediciones,,,134,,,,9789942021243|9942021248,,,http://worldcat.org/oclc/420944740,,,16th century|17th century|18th century,Foreign Missions -- Arts -- Architecture|Foreign Missions -- Colonialism -- History -- Local|Foreign Missions -- Evangelism -- Intercultural Dialogue,South America -- Ecuador -- Quito,,,"Title on the DVD: ""La Iglesia de la Compañía de Jesús en Quito: nuevos descubrimientos."" Library copy lacks DVD.",,,,Spanish,CULL|REVIEW
Book,"Baggett, Jerome P.",2009,Sense of the Faithful: How American Catholics Live Their Faith,Oxford,Oxford University Press,,,"xv, 285",,,,9780195326956|0195326954,,,http://worldcat.org/oclc/225846650,,,21st century,Spirituality -- Christian Life|Writings -- Interviews -- Faith,North America -- USA,,"For this work, Jerome Baggett conducted 300 intensive interviews with members of six parishes to explore all aspects about whether American Catholics are really so nonchalant about how they integrate the ancient devotional practices of Catholicism with the everyday struggles of the modern world.",,,,,English,CULL|REVIEW
Book,"Bailey, Gauvin Alexander",2003,"Between Renaissance and Baroque: Jesuit Art in Rome, 1565–1610",Toronto,University Toronto Press,,,442,,,,0802037216|9780802037213|9781442610309|1442610301,,,,http://www.jstor.org/stable/10.3138/9781442686298,,16th century|17th century,Arts -- Art History -- Baroque|History -- Local,Europe -- Italy -- Rome,,,,,,,English,KEEP|REVIEW
